Year,EventID,GridID,Intensity
3,3,0706,0.025
3,3,0707,0.973
3,3,0708,1.058
3,3,0709,1.753
3,3,0800,0.106
3,3,0801,0.519
3,3,0802,1.116
3,3,0803,1.722
3,3,0804,0.070
3,3,0805,0.053
3,3,0806,1.400
3,3,0807,0.895
3,3,0808,1.232
3,3,0809,0.192
3,3,0900,1.296
3,3,0901,0.112
3,3,0902,1.550
3,3,0903,0.689
3,3,0904,0.546
3,3,0905,0.760
3,3,0906,1.069
3,3,0907,0.004
3,3,0908,1.233
3,3,0909,0.376
4,4,0000,1.546
4,4,0001,0.371
4,4,0002,1.455
4,4,0003,0.209
4,4,0004,1.084
4,4,0005,0.033
4,4,0006,0.461
4,4,0007,1.752
4,4,0008,0.690
4,4,0009,1.927
4,4,0100,1.209
4,4,0101,0.226
4,4,0102,0.306
4,4,0103,0.963
4,4,0104,0.141
4,4,0105,0.385
4,4,0106,2.000
4,4,0107,0.023
4,4,0108,1.115
4,4,0109,1.030
4,4,0200,1.138
4,4,0201,1.389
4,4,0202,1.485
4,4,0203,0.400
4,4,0204,0.498
4,4,0205,0.384
4,4,0206,0.776
4,4,0207,1.362
4,4,0208,1.726
4,4,0209,0.938
4,4,0300,1.430
4,4,0301,1.211
4,4,0302,1.642
4,4,0303,0.096
4,4,0304,1.994
4,4,0305,1.816
4,4,0306,1.874
4,4,0307,1.139
4,4,0308,0.656
4,4,0309,1.721
4,4,0400,0.651
4,4,0401,0.103
4,4,0402,0.945
4,4,0403,1.077
4,4,0404,1.458
4,4,0405,1.568
4,4,0406,0.031
4,4,0407,1.278
4,4,0408,0.521
4,4,0409,0.805
4,4,0500,1.106
4,4,0501,1.713
4,4,0502,1.928
4,4,0503,1.969
4,4,0504,1.941
4,4,0505,1.639
4,4,0506,1.744
4,4,0507,0.326
4,4,0508,0.900
4,4,0509,0.697
4,4,0600,0.045
4,4,0601,1.638
4,4,0602,1.819
4,4,0603,1.860
4,4,0604,0.812
4,4,0605,0.551
4,4,0606,0.058
4,4,0607,0.659
4,4,0608,1.951
4,4,0609,1.318
4,4,0700,1.162
4,4,0701,0.389
4,4,0702,1.021
4,4,0703,0.646
4,4,0704,0.132
4,4,0705,0.279
4,4,0706,1.709
4,4,0707,1.022
4,4,0708,1.079
4,4,0709,0.505
4,4,0800,0.168
4,4,0801,0.897
4,4,0802,0.495
4,4,0803,0.219
4,4,0804,0.976
4,4,0805,1.234
4,4,0806,0.299
4,4,0807,1.806
4,4,0808,1.363
4,4,0809,1.357
4,4,0900,0.901
4,4,0901,1.545
4,4,0902,0.232
4,4,0903,0.673
4,4,0904,1.386
4,4,0905,1.705
4,4,0906,0.005
4,4,0907,0.472
4,4,0908,0.167
4,4,0909,1.942
5,5,0000,1.817
5,5,0001,1.674
5,5,0002,0.617
5,5,0003,0.316
5,5,0004,0.290
5,5,0005,0.236
5,5,0006,0.620
5,5,0007,0.684
5,5,0008,0.420
5,5,0009,1.299
5,5,0100,0.111
5,5,0101,1.599
5,5,0102,0.317
5,5,0103,1.793
5,5,0104,0.727
5,5,0105,1.975
5,5,0106,0.566
5,5,0107,1.488
5,5,0108,0.284
5,5,0109,0.150
5,5,0200,1.923
5,5,0201,1.137
5,5,0202,1.588
5,5,0203,1.545
5,5,0204,1.233
5,5,0205,0.524
5,5,0206,1.048
5,5,0207,1.610
5,5,0208,0.360
5,5,0209,1.286
5,5,0300,0.486
5,5,0301,1.546
5,5,0302,0.213
5,5,0303,1.309
5,5,0304,1.901
5,5,0305,1.643
5,5,0306,0.378
5,5,0307,0.253
5,5,0308,0.157
5,5,0309,0.227
5,5,0400,0.722
5,5,0401,0.066
5,5,0402,1.606
5,5,0403,0.760
5,5,0404,1.461
5,5,0405,1.540
5,5,0406,0.118
5,5,0407,1.058
5,5,0408,1.186
5,5,0409,0.562
5,5,0500,1.429
5,5,0501,1.158
5,5,0502,1.404
5,5,0503,1.544
5,5,0504,0.406
5,5,0505,0.409
5,5,0506,1.885
5,5,0507,0.172
5,5,0508,0.243
5,5,0509,0.703
5,5,0600,0.428
5,5,0601,0.260
5,5,0602,0.209
5,5,0603,1.809
5,5,0604,0.764
5,5,0605,1.886
5,5,0606,0.951
5,5,0607,0.751
5,5,0608,1.148
5,5,0609,0.164
5,5,0700,0.469
5,5,0701,1.411
5,5,0702,1.346
5,5,0703,0.689
5,5,0704,1.141
5,5,0705,0.455
5,5,0706,1.087
5,5,0707,0.171
5,5,0708,1.227
5,5,0709,1.967
5,5,0800,0.746
5,5,0801,1.755
5,5,0802,0.308
5,5,0803,0.807
5,5,0804,1.554
5,5,0805,1.919
5,5,0806,1.730
5,5,0807,1.799
5,5,0808,0.515
5,5,0809,1.032
5,5,0900,1.339
5,5,0901,1.547
5,5,0902,1.961
5,5,0903,0.289
5,5,0904,0.183
5,5,0905,0.955
5,5,0906,0.693
5,5,0907,1.657
5,5,0908,1.488
5,5,0909,0.571
6,6,0000,0.191
6,6,0001,0.958
6,6,0002,1.575
6,6,0003,0.126
6,6,0004,1.159
6,6,0005,1.919
6,6,0006,0.800
6,6,0007,1.489
6,6,0008,1.404
6,6,0009,1.353
6,6,0100,0.231
6,6,0101,0.487
6,6,0102,0.044
6,6,0103,1.589
6,6,0104,1.728
6,6,0105,0.461
6,6,0106,1.479
6,6,0107,0.007
6,6,0108,1.939
6,6,0109,1.740
6,6,0200,0.184
6,6,0201,0.863
6,6,0202,0.661
6,6,0203,1.504
6,6,0204,0.918
6,6,0205,0.176
6,6,0206,1.900
6,6,0207,1.754
6,6,0208,0.783
6,6,0209,1.909
6,6,0300,0.261
6,6,0301,0.177
6,6,0302,1.690
6,6,0303,1.223
6,6,0304,0.164
6,6,0305,0.411
6,6,0306,0.760
6,6,0307,0.784
6,6,0308,0.087
6,6,0309,1.675
6,6,0400,0.425
6,6,0401,0.366
6,6,0402,0.493
6,6,0403,0.774
6,6,0404,0.367
6,6,0405,1.487
6,6,0406,0.389
6,6,0407,0.800
6,6,0408,0.758
6,6,0409,1.875
6,6,0500,0.008
6,6,0501,0.568
6,6,0502,1.991
6,6,0503,0.268
6,6,0504,1.754
6,6,0505,0.283
6,6,0506,1.362
6,6,0507,1.387
6,6,0508,0.295
6,6,0509,0.889
6,6,0600,1.931
6,6,0601,1.183
6,6,0602,0.339
6,6,0603,1.334
6,6,0604,1.198
6,6,0605,0.786
6,6,0606,1.515
6,6,0607,0.978
6,6,0608,0.059
6,6,0609,0.190
6,6,0700,0.158
6,6,0701,1.016
6,6,0702,1.229
6,6,0703,0.473
6,6,0704,0.842
6,6,0705,0.893
6,6,0706,0.657
6,6,0707,0.196
6,6,0708,1.885
6,6,0709,0.461
6,6,0800,0.938
6,6,0801,0.926
6,6,0802,1.478
6,6,0803,1.999
6,6,0804,0.162
6,6,0805,1.192
6,6,0806,1.725
6,6,0807,0.609
6,6,0808,0.074
6,6,0809,0.000
6,6,0900,1.933
6,6,0901,0.789
6,6,0902,0.709
6,6,0903,1.570
6,6,0904,0.874
6,6,0905,1.182
6,6,0906,0.444
6,6,0907,0.283
6,6,0908,1.577
6,6,0909,0.747
7,7,0000,1.872
7,7,0001,1.578
7,7,0002,1.346
7,7,0003,0.559
7,7,0004,1.271
7,7,0005,0.548
7,7,0006,1.715
7,7,0007,1.222
7,7,0008,0.836
7,7,0009,0.052
7,7,0100,0.279
7,7,0101,0.236
7,7,0102,0.288
7,7,0103,0.532
7,7,0104,0.354
7,7,0105,0.893
7,7,0106,0.064
7,7,0107,0.158
7,7,0108,1.051
7,7,0109,0.382
7,7,0200,1.996
7,7,0201,1.909
7,7,0202,0.002
7,7,0203,1.256
7,7,0204,0.677
7,7,0205,1.580
7,7,0206,0.944
7,7,0207,1.221
7,7,0208,0.313
7,7,0209,1.792
7,7,0300,1.127
7,7,0301,0.558
7,7,0302,0.909
7,7,0303,1.387
7,7,0304,1.398
7,7,0305,0.708
7,7,0306,0.100
7,7,0307,0.802
7,7,0308,1.145
7,7,0309,0.474
7,7,0400,1.918
7,7,0401,0.160
7,7,0402,0.693
7,7,0403,0.444
7,7,0404,1.385
7,7,0405,0.141
7,7,0406,0.581
7,7,0407,1.574
7,7,0408,0.502
7,7,0409,1.915
7,7,0500,0.246
7,7,0501,0.646
7,7,0502,1.683
7,7,0503,0.535
7,7,0504,0.299
7,7,0505,0.771
7,7,0506,1.704
7,7,0507,0.258
7,7,0508,1.142
7,7,0509,0.434
7,7,0600,1.820
7,7,0601,1.155
7,7,0602,1.562
7,7,0603,1.139
7,7,0604,1.308
7,7,0605,0.593
7,7,0606,1.468
7,7,0607,1.849
7,7,0608,1.295
7,7,0609,1.016
7,7,0700,1.696
7,7,0701,1.998
7,7,0702,0.378
7,7,0703,1.701
7,7,0704,0.308
7,7,0705,1.394
7,7,0706,1.245
7,7,0707,0.858
7,7,0708,1.504
7,7,0709,1.053
7,7,0800,0.654
7,7,0801,1.510
7,7,0802,1.192
7,7,0803,1.166
7,7,0804,0.946
7,7,0805,1.100
7,7,0806,1.847
7,7,0807,1.577
7,7,0808,0.475
7,7,0809,1.401
7,7,0900,0.319
7,7,0901,1.201
7,7,0902,0.033
7,7,0903,0.206
7,7,0904,1.593
7,7,0905,1.927
7,7,0906,0.719
7,7,0907,1.801
7,7,0908,1.540
7,7,0909,1.478
8,8,0000,0.821
8,8,0001,0.619
8,8,0002,0.349
8,8,0003,1.342
8,8,0004,0.561
8,8,0005,1.721
8,8,0006,1.926
8,8,0007,0.817
8,8,0008,1.478
8,8,0009,1.098
8,8,0100,1.650
8,8,0101,0.111
8,8,0102,1.793
8,8,0103,1.118
8,8,0104,1.652
8,8,0105,1.079
8,8,0106,1.805
8,8,0107,1.520
8,8,0108,0.071
8,8,0109,1.440
8,8,0200,0.059
8,8,0201,1.672
8,8,0202,0.599
8,8,0203,1.528
8,8,0204,1.141
8,8,0205,0.167
8,8,0206,0.609
8,8,0207,0.129
8,8,0208,1.998
8,8,0209,0.472
8,8,0300,1.036
8,8,0301,1.776
8,8,0302,0.720
8,8,0303,1.301
8,8,0304,0.748
8,8,0305,1.707
8,8,0306,0.349
8,8,0307,0.892
8,8,0308,0.045
8,8,0309,1.235
8,8,0400,0.531
8,8,0401,0.288
8,8,0402,1.288
8,8,0403,1.166
8,8,0404,0.673
8,8,0405,1.021
8,8,0406,0.677
8,8,0407,1.171
8,8,0408,1.965
8,8,0409,0.619
8,8,0500,1.743
8,8,0501,1.871
8,8,0502,0.717
8,8,0503,1.458
8,8,0504,1.547
8,8,0505,0.043
8,8,0506,1.488
8,8,0507,1.152
8,8,0508,0.355
8,8,0509,0.932
8,8,0600,1.501
8,8,0601,0.520
8,8,0602,1.199
8,8,0603,0.689
8,8,0604,0.214
8,8,0605,1.029
8,8,0606,0.964
8,8,0607,0.743
8,8,0608,0.595
8,8,0609,1.118
8,8,0700,1.938
8,8,0701,0.475
8,8,0702,1.831
8,8,0703,0.152
8,8,0704,1.408
8,8,0705,0.357
8,8,0706,1.023
8,8,0707,0.686
8,8,0708,0.158
8,8,0709,1.463
8,8,0800,0.759
8,8,0801,1.754
8,8,0802,1.808
8,8,0803,0.943
8,8,0804,0.845
8,8,0805,0.687
8,8,0806,1.508
8,8,0807,0.748
8,8,0808,1.794
8,8,0809,1.527
8,8,0900,0.984
8,8,0901,0.624
8,8,0902,0.733
8,8,0903,0.207
8,8,0904,0.588
8,8,0905,0.332
8,8,0906,0.269
8,8,0907,0.323
8,8,0908,1.402
8,8,0909,1.219
9,9,0000,1.758
9,9,0001,0.776
9,9,0002,0.736
9,9,0003,1.038
9,9,0004,0.784
9,9,0005,1.462
9,9,0006,1.106
9,9,0007,0.611
9,9,0008,1.146
9,9,0009,1.945
9,9,0100,1.881
9,9,0101,0.031
9,9,0102,0.065
9,9,0103,0.289
9,9,0104,0.179
9,9,0105,0.636
9,9,0106,1.906
9,9,0107,0.482
9,9,0108,0.427
9,9,0109,1.657
9,9,0200,1.854
9,9,0201,1.598
9,9,0202,0.561
9,9,0203,1.494
9,9,0204,0.695
9,9,0205,0.443
9,9,0206,0.105
9,9,0207,0.097
9,9,0208,1.744
9,9,0209,1.793
9,9,0300,1.857
9,9,0301,1.117
9,9,0302,1.105
9,9,0303,1.790
9,9,0304,0.745
9,9,0305,0.219
9,9,0306,1.794
9,9,0307,0.946
9,9,0308,1.186
9,9,0309,1.040
9,9,0400,1.781
9,9,0401,1.573
9,9,0402,0.539
9,9,0403,1.176
9,9,0404,1.189
9,9,0405,0.373
9,9,0406,0.997
9,9,0407,1.893
9,9,0408,0.402
9,9,0409,0.826
9,9,0500,1.538
9,9,0501,0.556
9,9,0502,0.649
9,9,0503,1.145
9,9,0504,1.052
9,9,0505,1.497
9,9,0506,1.381
9,9,0507,1.602
9,9,0508,1.606
9,9,0509,0.732
9,9,0600,1.866
9,9,0601,0.695
9,9,0602,0.005
9,9,0603,0.189
9,9,0604,0.608
9,9,0605,0.415
9,9,0606,0.011
9,9,0607,1.318
9,9,0608,0.747
9,9,0609,1.503
9,9,0700,0.738
9,9,0701,0.124
9,9,0702,0.215
9,9,0703,0.634
9,9,0704,0.190
9,9,0705,1.106
9,9,0706,0.921
9,9,0707,0.602
9,9,0708,1.150
9,9,0709,0.482
9,9,0800,0.396
9,9,0801,1.893
9,9,0802,0.587
9,9,0803,0.459
9,9,0804,1.029
9,9,0805,1.310
9,9,0806,0.876
9,9,0807,0.021
9,9,0808,0.287
9,9,0809,1.621
9,9,0900,0.872
9,9,0901,1.816
9,9,0902,0.388
9,9,0903,1.576
9,9,0904,0.982
9,9,0905,0.968
9,9,0906,0.675
9,9,0907,1.136
9,9,0908,1.579
9,9,0909,0.696
10,10,0000,1.762
10,10,0001,1.288
10,10,0002,0.736
10,10,0003,0.013
10,10,0004,1.023
10,10,0005,1.151
10,10,0006,0.327
10,10,0007,1.700
10,10,0008,0.551
10,10,0009,0.841
10,10,0100,1.035
10,10,0101,1.572
10,10,0102,1.227
10,10,0103,1.932
10,10,0104,1.582
10,10,0105,0.013
10,10,0106,1.077
10,10,0107,0.799
10,10,0108,0.697
10,10,0109,0.674
10,10,0200,1.396
10,10,0201,0.794
10,10,0202,0.325
10,10,0203,1.296
10,10,0204,1.861
10,10,0205,0.236
10,10,0206,0.732
10,10,0207,0.241
10,10,0208,0.096
10,10,0209,0.847
10,10,0300,0.535
10,10,0301,0.538
10,10,0302,1.129
10,10,0303,0.821
10,10,0304,1.763
10,10,0305,1.409
10,10,0306,1.170
10,10,0307,1.581
10,10,0308,1.495
10,10,0309,1.149
10,10,0400,0.389
10,10,0401,1.519
10,10,0402,0.285
10,10,0403,1.442
10,10,0404,0.434
10,10,0405,0.533
10,10,0406,1.627
10,10,0407,1.499
10,10,0408,1.726
10,10,0409,0.522
10,10,0500,0.187
10,10,0501,1.118
10,10,0502,1.514
10,10,0503,0.228
10,10,0504,1.281
10,10,0505,0.474
10,10,0506,0.245
10,10,0507,1.295
10,10,0508,1.218
10,10,0509,0.957
10,10,0600,1.588
10,10,0601,1.763
10,10,0602,0.627
10,10,0603,1.317
10,10,0604,0.963
10,10,0605,1.131
10,10,0606,1.047
10,10,0607,0.818
10,10,0608,0.641
10,10,0609,0.736
10,10,0700,0.338
10,10,0701,1.190
10,10,0702,1.639
10,10,0703,1.317
10,10,0704,0.352
10,10,0705,0.760
10,10,0706,1.774
10,10,0707,0.580
10,10,0708,1.310
10,10,0709,1.149
10,10,0800,1.035
10,10,0801,0.722
10,10,0802,0.625
10,10,0803,0.451
10,10,0804,1.566
10,10,0805,0.927
10,10,0806,0.435
10,10,0807,0.166
10,10,0808,1.003
10,10,0809,1.307
10,10,0900,0.116
10,10,0901,1.131
10,10,0902,1.637
10,10,0903,1.572
10,10,0904,0.273
10,10,0905,0.662
10,10,0906,0.392
10,10,0907,1.387
10,10,0908,1.572
10,10,0909,0.129
11,11,0000,1.251
11,11,0001,0.213
11,11,0002,0.499
11,11,0003,0.465
11,11,0004,1.199
11,11,0005,1.567
11,11,0006,0.859
11,11,0007,1.446
11,11,0008,1.349
11,11,0009,1.985
11,11,0100,0.728
11,11,0101,0.392
11,11,0102,0.906
11,11,0103,0.577
11,11,0104,1.438
11,11,0105,0.181
11,11,0106,1.726
11,11,0107,0.218
11,11,0108,1.949
11,11,0109,0.321
11,11,0200,0.487
11,11,0201,1.014
11,11,0202,0.804
11,11,0203,1.652
11,11,0204,1.316
11,11,0205,1.876
11,11,0206,1.640
11,11,0207,0.541
11,11,0208,1.579
11,11,0209,0.137
11,11,0300,1.460
11,11,0301,0.749
11,11,0302,1.329
11,11,0303,1.887
11,11,0304,0.114
11,11,0305,1.626
11,11,0306,0.575
11,11,0307,0.587
11,11,0308,0.007
11,11,0309,0.524
11,11,0400,1.679
11,11,0401,1.148
11,11,0402,1.086
11,11,0403,0.756
11,11,0404,1.502
11,11,0405,1.026
11,11,0406,0.012
11,11,0407,0.721
11,11,0408,0.677
11,11,0409,0.769
11,11,0500,0.694
11,11,0501,0.529
11,11,0502,0.777
11,11,0503,0.250
11,11,0504,0.290
11,11,0505,1.661
11,11,0506,0.596
11,11,0507,1.038
11,11,0508,0.069
11,11,0509,0.844
11,11,0600,0.353
11,11,0601,1.555
11,11,0602,1.174
11,11,0603,0.370
11,11,0604,0.811
11,11,0605,1.940
11,11,0606,1.869
11,11,0607,0.061
11,11,0608,0.550
11,11,0609,0.891
11,11,0700,1.020
11,11,0701,0.586
11,11,0702,1.114
11,11,0703,0.324
11,11,0704,1.977
11,11,0705,1.409
11,11,0706,0.040
11,11,0707,0.936
11,11,0708,1.659
11,11,0709,0.523
11,11,0800,1.568
11,11,0801,0.405
11,11,0802,0.995
11,11,0803,1.190
11,11,0804,1.350
11,11,0805,1.203
11,11,0806,0.657
11,11,0807,0.853
11,11,0808,1.179
11,11,0809,1.426
11,11,0900,1.336
11,11,0901,0.225
11,11,0902,1.500
11,11,0903,1.958
11,11,0904,0.749
11,11,0905,1.508
11,11,0906,0.750
11,11,0907,0.351
11,11,0908,1.693
11,11,0909,1.652
12,12,0000,0.415
12,12,0001,0.822
12,12,0002,1.859
12,12,0003,0.231
12,12,0004,0.427
12,12,0005,0.498
12,12,0006,0.582
12,12,0007,0.214
12,12,0008,1.680
12,12,0009,1.005
12,12,0100,1.986
12,12,0101,0.678
12,12,0102,0.082
12,12,0103,0.655
12,12,0104,0.541
12,12,0105,0.559
12,12,0106,1.362
12,12,0107,1.237
12,12,0108,0.181
12,12,0109,0.487
12,12,0200,1.517
12,12,0201,1.425
12,12,0202,0.906
12,12,0203,0.783
12,12,0204,1.495
12,12,0205,0.954
12,12,0206,1.767
12,12,0207,0.847
12,12,0208,0.192
12,12,0209,1.444
12,12,0300,0.029
12,12,0301,0.551
12,12,0302,0.989
12,12,0303,0.326
12,12,0304,0.374
12,12,0305,0.369
12,12,0306,0.260
12,12,0307,0.798
12,12,0308,1.305
12,12,0309,1.067
12,12,0400,1.061
12,12,0401,1.972
12,12,0402,0.040
12,12,0403,0.126
12,12,0404,0.985
12,12,0405,1.175
12,12,0406,1.350
12,12,0407,0.612
12,12,0408,1.400
12,12,0409,1.479
12,12,0500,0.574
12,12,0501,1.787
12,12,0502,1.089
12,12,0503,1.409
12,12,0504,0.107
12,12,0505,0.365
12,12,0506,1.502
12,12,0507,1.476
12,12,0508,0.787
12,12,0509,1.323
12,12,0600,1.080
12,12,0601,1.627
12,12,0602,1.661
12,12,0603,1.885
12,12,0604,1.677
12,12,0605,1.487
12,12,0606,1.778
12,12,0607,0.595
12,12,0608,0.886
12,12,0609,0.159
12,12,0700,0.086
12,12,0701,0.554
12,12,0702,0.758
12,12,0703,0.808
12,12,0704,1.201
12,12,0705,0.683
12,12,0706,1.352
12,12,0707,0.136
12,12,0708,1.596
12,12,0709,0.947
12,12,0800,0.978
12,12,0801,0.565
12,12,0802,0.475
12,12,0803,0.624
12,12,0804,0.889
12,12,0805,1.388
12,12,0806,0.519
12,12,0807,1.596
12,12,0808,0.176
12,12,0809,1.102
12,12,0900,0.178
12,12,0901,1.132
12,12,0902,1.049
12,12,0903,0.470
12,12,0904,0.879
12,12,0905,0.433
12,12,0906,1.855
12,12,0907,1.105
12,12,0908,1.309
12,12,0909,0.928
13,13,0000,1.262
13,13,0001,1.744
13,13,0002,0.931
13,13,0003,1.014
13,13,0004,1.067
13,13,0005,1.648
13,13,0006,0.933
13,13,0007,0.178
13,13,0008,1.920
13,13,0009,1.079
13,13,0100,1.064
13,13,0101,1.984
13,13,0102,1.884
13,13,0103,1.328
13,13,0104,1.116
13,13,0105,0.175
13,13,0106,1.541
13,13,0107,1.365
13,13,0108,1.108
13,13,0109,1.028
13,13,0200,1.767
13,13,0201,0.668
13,13,0202,0.732
13,13,0203,1.228
13,13,0204,0.445
13,13,0205,0.019
13,13,0206,0.081
13,13,0207,1.118
13,13,0208,1.610
13,13,0209,1.469
13,13,0300,1.044
13,13,0301,1.468
13,13,0302,0.319
13,13,0303,1.089
13,13,0304,1.234
13,13,0305,1.455
13,13,0306,0.287
13,13,0307,0.463
13,13,0308,1.198
13,13,0309,1.799
13,13,0400,0.904
13,13,0401,1.240
13,13,0402,0.190
13,13,0403,0.770
13,13,0404,0.882
13,13,0405,1.082
13,13,0406,0.105
13,13,0407,1.377
13,13,0408,1.558
13,13,0409,0.340
13,13,0500,0.810
13,13,0501,1.054
13,13,0502,1.376
13,13,0503,1.832
13,13,0504,0.375
13,13,0505,0.093
13,13,0506,1.095
13,13,0507,1.611
13,13,0508,0.534
13,13,0509,0.761
13,13,0600,0.489
13,13,0601,1.230
13,13,0602,0.760
13,13,0603,0.864
13,13,0604,0.403
13,13,0605,1.342
13,13,0606,0.307
13,13,0607,0.832
13,13,0608,1.675
